product_category,department,center_id,total_units,sold_units,unsold_units,frozen_capital,holding_cost_to_cutoff,avg_holding_days_unsold,aged_180_units,aged_365_units,aged_180_cost,aged_365_cost,sell_through_pct,dc_name,category_revenue,category_gross_profit,gross_margin_pct,status_leakage_value,category_quadrant,category_revenue_share_pct,category_cumulative_revenue_share_pct,abc_class,inventory_action
Shorts,Women,1,1322,486,836,16074.854053236359,8103.6019257794715,740.0844390832328,739,626,14290.000619431461,12103.105075285628,36.8,Memphis TN,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Intimates,Women,7,1006,362,644,16208.349303172658,7831.405772446412,747.1327014218009,553,484,14168.594603162235,13021.441928625714,36.0,Philadelphia PA,235863.64027023315,110396.67692278422,46.8,192076.66029024124,Cash Cow,4.26488735352477,76.65936695202018,A,Monitor
Swim,Men,3,783,283,500,16574.99782028652,8362.554735437863,755.890243902439,431,366,14109.590447909479,11807.901329646003,36.1,Houston TX,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Tops & Tees,Women,5,1133,395,738,16296.395756487102,8170.582118834129,742.8141470180306,629,540,14066.948590787826,12108.578058829318,34.9,New Orleans LA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Leggings,Women,1,1556,556,1000,16344.697939460073,7475.447529117243,733.1262626262626,885,749,13997.657234029246,11433.538410335663,35.7,Memphis TN,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Shorts,Women,3,1180,428,752,15915.431799190548,7964.198132880069,750.222972972973,652,550,13681.76405798072,11503.834420224359,36.3,Houston TX,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Socks,Men,6,2208,794,1414,15530.09582504516,7765.981506527946,750.4325681492109,1245,1044,13572.688030541824,11367.177477712385,36.0,Port Authority of New York/New Jersey NY/NJ,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Active,Men,10,1047,365,682,15413.312942157923,8430.79877602942,762.0492537313432,601,522,13523.432743646748,12130.150242329093,34.9,Savannah GA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Socks,Men,10,587,207,380,15083.766482465026,7433.043463716519,773.4932975871313,332,288,13519.260051121702,10827.73804543009,35.3,Savannah GA,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Active,Men,4,1474,531,943,15058.33691886597,7808.398433438097,757.3036480686695,832,717,13300.553900865612,11563.88275928123,36.0,Los Angeles CA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Plus,Women,5,1730,619,1111,15475.788211883691,7596.5275534302,724.9627611262489,954,810,13263.122798495586,11352.326540376574,35.8,New Orleans LA,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Blazers & Jackets,Women,5,372,121,251,15456.630639704565,7781.413607964536,757.7768595041322,215,183,13241.348476714793,11121.61414630964,32.5,New Orleans LA,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Shorts,Women,2,1252,459,793,14894.651779186046,7442.389626212294,723.175796178344,696,591,13160.354340530252,11205.863519600296,36.7,Chicago IL,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Pants,Men,9,2086,751,1335,14802.995176505734,7452.125674021178,747.0152905198777,1167,990,13058.673006107074,11108.892410195851,36.0,Charleston SC,224059.73053073883,121250.22365331609,54.1,181952.95076560974,Star,4.051449007061368,80.71081595908154,B,Monitor
Outerwear & Coats,Women,9,603,222,381,14595.490139661122,7789.002466295495,768.3597883597884,329,310,12921.837544919876,12114.283140695876,36.8,Charleston SC,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Pants & Capris,Women,7,639,230,409,14561.592233329413,7192.909098144128,745.9456790123456,352,303,12807.127022170484,10236.799718160371,36.0,Philadelphia PA,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Maternity,Women,1,1155,411,744,14652.49864714909,7547.721156544893,766.8782489740082,645,567,12718.409980946219,11253.110535543738,35.6,Memphis TN,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Shorts,Women,4,1114,406,708,14009.698183944072,7055.389896783713,736.6217765042979,615,535,12438.106564057814,10909.473055460465,36.4,Los Angeles CA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Sleep & Lounge,Women,4,790,281,509,14483.128438308831,7407.523245475579,746.8187250996016,433,370,12428.159072501237,10637.991357113524,35.6,Los Angeles CA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Rebalance allocation by DC
Shorts,Women,10,1094,386,708,14272.227724002712,7109.927288533588,728.4863309352518,609,519,12305.7811575007,10502.928861544087,35.3,Savannah GA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Rebalance allocation by DC
Maternity,Women,6,677,246,431,14016.716653226244,7345.838223800345,762.2688679245283,371,323,12284.19311617274,10639.25185687301,36.3,Port Authority of New York/New Jersey NY/NJ,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Skirts,Women,1,842,298,544,14295.338262111678,7155.772316909286,751.7992424242424,468,404,12230.384036243646,10659.135861031647,35.4,Memphis TN,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Tops & Tees,Men,5,829,287,542,14451.80327759955,7082.901147477018,713.3875236294896,457,392,12204.864746380623,10701.881119722095,34.6,New Orleans LA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Sleep & Lounge,Women,5,1277,465,812,13774.234194141032,7264.326177818443,768.4347826086956,714,622,12144.96025743967,10742.09519061879,36.4,New Orleans LA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Fashion Hoodies & Sweatshirts,Women,3,643,231,412,14118.642789399893,6995.490387583298,729.9034653465346,353,303,12102.42473123363,10492.092502702853,35.9,Houston TX,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Rebalance allocation by DC
Swim,Women,7,641,235,406,13543.430788389856,6830.178905342946,736.7171215880893,356,305,11924.583174568146,10254.428240611023,36.7,Philadelphia PA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Sweaters,Women,10,534,190,344,13721.441611673836,6946.7692531685625,744.3126843657817,296,263,11878.824788306481,10562.213805588746,35.6,Savannah GA,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Rebalance allocation by DC
Plus,Women,7,780,280,500,13014.199914406025,6330.889316768092,718.2672064777328,432,373,11822.398351046153,10168.58377624436,35.9,Philadelphia PA,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Active,Men,7,1048,372,676,14083.981007228334,6985.23777901245,741.3695324283559,567,493,11688.025853013003,10130.707603806408,35.5,Philadelphia PA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Pants & Capris,Women,8,664,241,423,13531.396439758495,6745.398342172831,755.0959232613909,369,312,11686.00928858945,9908.185404149424,36.3,Mobile AL,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Suits & Sport Coats,Men,9,1197,432,765,13551.956572904044,6162.466694181979,716.0463576158941,666,567,11653.049503741497,9650.29825039377,36.1,Charleston SC,333854.94957733154,199611.90367731234,59.8,275422.9497528076,Star,6.036766628093574,37.76659997565112,A,Monitor
Sleep & Lounge,Women,10,834,302,532,13532.158785443633,6733.147790190981,732.3212927756654,452,392,11586.925338220786,10067.111856594576,36.2,Savannah GA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Tops & Tees,Women,10,613,215,398,13449.413182179098,6528.081573602814,722.6476683937824,337,288,11554.995324691994,9944.147403378305,35.1,Savannah GA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Sweaters,Women,9,915,335,580,13903.080707184856,6611.664662210772,736.4982517482517,497,425,11519.092660651544,9647.898084105027,36.6,Charleston SC,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Sleep & Lounge,Men,3,1225,452,773,13174.47865188955,6764.763757528923,752.3803921568627,673,587,11450.545012383329,10063.159336035187,36.9,Houston TX,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Leggings,Women,2,1684,613,1071,12891.774731150725,6416.049640807121,737.0796208530805,944,786,11421.76559358477,9469.629167800997,36.4,Chicago IL,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Accessories,Men,1,2184,800,1384,13232.670073913376,6553.564072522913,729.1720351390923,1199,1020,11416.142626113473,9721.180017391358,36.6,Memphis TN,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Shorts,Women,9,1806,667,1139,13032.178354951171,6500.170394719723,737.781914893617,997,841,11385.117489963077,9654.022288991751,36.9,Charleston SC,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Maternity,Women,4,830,293,537,13138.267669496754,6283.147846838092,714.1377358490566,465,381,11367.349728109806,9162.21284507197,35.3,Los Angeles CA,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Active,Men,9,1272,462,810,12766.643965106397,6549.260166049415,744.0112923462987,703,601,11169.911967638984,9594.987134903533,36.3,Charleston SC,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Sleep & Lounge,Women,8,870,309,561,12660.426674016235,6525.435464170409,757.1826401446655,484,412,11023.057825073502,9386.167207198321,35.5,Mobile AL,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Rebalance allocation by DC
Sweaters,Women,7,1206,440,766,12820.138706269097,6153.294746166372,717.3615894039735,648,541,10802.26398197872,8962.010016171842,36.5,Philadelphia PA,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Shorts,Women,6,717,265,452,12689.130310540815,5835.396203490652,676.8641425389756,385,315,10777.678113166487,8633.158596764039,37.0,Port Authority of New York/New Jersey NY/NJ,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Active,Women,6,1011,371,640,12195.536256525202,6305.604944253324,771.3730158730159,564,489,10725.319740262035,9163.341243889116,36.7,Port Authority of New York/New Jersey NY/NJ,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Leggings,Women,10,659,246,413,12252.386918352233,5982.033934277577,718.539408866995,349,295,10648.738984841284,8939.758430121445,37.3,Savannah GA,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Tops & Tees,Women,4,963,345,618,11901.65756717889,6097.080364065475,743.8129139072847,527,451,10294.345473167736,8876.616235482825,35.8,Los Angeles CA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Swim,Women,9,373,133,240,11149.370099216132,5722.730893845164,744.7257383966245,210,178,10027.677444947232,8299.602525497126,35.7,Charleston SC,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Fashion Hoodies & Sweatshirts,Women,5,1015,370,645,11594.401165935178,5744.7813108962,727.2087912087912,549,480,9976.855234894998,8839.718534284404,36.5,New Orleans LA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Blazers & Jackets,Women,6,312,107,205,10875.803109224658,5585.2990039038095,760.0049751243781,184,164,9861.386527777317,8652.364837639234,34.3,Port Authority of New York/New Jersey NY/NJ,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Plus,Women,1,1059,395,664,11196.329932095727,5745.7333845786015,752.5659509202454,581,494,9748.630197026285,8529.556511690986,37.3,Memphis TN,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Plus,Women,3,1230,449,781,11122.058776167067,5567.578700176117,746.075422626788,679,579,9727.388369150089,8247.335156798175,36.5,Houston TX,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Socks & Hosiery,Women,2,2615,939,1676,10826.359267428614,5388.364188977522,741.5188794153471,1439,1233,9415.001278910047,8028.0383937983825,35.9,Chicago IL,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Sweaters,Women,6,756,273,483,10604.202685476925,5468.409470813091,769.3494736842106,418,373,9367.992774285303,8058.087901128603,36.1,Port Authority of New York/New Jersey NY/NJ,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Sleep & Lounge,Women,9,467,171,296,10473.27290539549,5150.258219157891,733.5257731958762,260,226,9309.099054014707,7976.884733017624,36.6,Charleston SC,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Tops & Tees,Women,8,809,292,517,10443.044063781568,5317.43157753575,737.373046875,453,393,9241.345125195867,8073.782427014958,36.1,Mobile AL,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Swim,Men,7,538,189,349,10637.323550626666,5377.46918574959,743.6329479768787,301,251,9160.942367882928,7610.274106711725,35.1,Philadelphia PA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Tops & Tees,Women,9,1769,636,1133,10729.946616218216,5307.537013809328,748.9241071428571,989,866,9145.867279826669,8077.70446915026,36.0,Charleston SC,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Blazers & Jackets,Women,10,224,82,142,10224.347475520637,5404.23662773403,763.7285714285714,124,103,9062.768538309543,7682.276021166522,36.6,Savannah GA,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Underwear,Men,9,1385,502,883,10586.062663229715,5115.216835569102,713.3908045977012,758,649,9051.874900801364,7770.662099175585,36.2,Charleston SC,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Shorts,Women,5,813,303,510,10376.368462641083,5030.8215556742525,726.7956349206349,444,365,8964.676118143838,7352.936847751483,37.3,New Orleans LA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Suits,Women,2,176,64,112,10205.151134900736,5156.457547677578,738.1517857142857,99,84,8944.96341623651,7571.522630264093,36.4,Chicago IL,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Monitor
Leggings,Women,4,881,325,556,10199.154287220392,4908.727834854738,718.0018148820327,477,411,8763.916768103545,7566.462661158833,36.9,Los Angeles CA,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Blazers & Jackets,Women,7,496,179,317,9870.471741085079,4981.87677664381,737.0094936708861,279,238,8746.06782018332,7555.596162854101,36.1,Philadelphia PA,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Tops & Tees,Women,7,804,286,518,9808.070246144707,4848.766397651906,723.9961165048544,454,386,8658.197295492166,7413.672676949172,35.6,Philadelphia PA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Jeans,Men,9,360,132,228,10394.196891405503,4678.276006697499,655.3955555555556,190,150,8651.83289056006,6852.61613324294,36.7,Charleston SC,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Monitor
Pants & Capris,Women,10,537,196,341,9656.691981147007,4869.36312064919,737.3333333333334,302,265,8625.424331498083,7590.937269843866,36.5,Savannah GA,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Dresses,Women,6,369,134,235,9602.031455018663,4821.48759425721,758.534188034188,212,175,8527.307617678363,7055.5698760475625,36.3,Port Authority of New York/New Jersey NY/NJ,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Pants & Capris,Women,4,612,221,391,9035.655053958473,4782.559764760544,768.9100257069409,350,309,8172.175970617532,7275.622961280148,36.1,Los Angeles CA,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Accessories,Men,5,911,326,585,9521.93579200277,4765.310037116323,723.4982698961937,499,440,8090.058133484642,7150.418885078852,35.8,New Orleans LA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Accessories,Men,10,1106,405,701,9391.964883517605,4776.356445545488,767.2774566473988,609,534,8049.455552130384,6905.658095384576,36.6,Savannah GA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Suits,Women,10,190,65,125,9220.358276900832,4518.9128787148675,730.6178861788618,108,91,7950.366573358093,6716.6368332383845,34.2,Savannah GA,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Monitor
Plus,Women,6,897,322,575,8682.815000099403,4386.431912557937,746.821238938053,499,433,7481.157165336429,6524.25263361735,35.9,Port Authority of New York/New Jersey NY/NJ,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Accessories,Men,4,1453,529,924,8393.522288367803,4124.974007674019,734.0417124039517,804,678,7344.342361440277,6247.506262755691,36.4,Los Angeles CA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Leggings,Women,5,705,250,455,8478.536218625934,4331.286129281095,736.2172949002218,386,333,7316.6710906279895,6334.737138016322,35.5,New Orleans LA,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Blazers & Jackets,Women,8,464,163,301,8422.95142046428,4250.162358137215,745.6779661016949,262,221,7272.250801329129,6367.4073237172925,35.1,Mobile AL,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Accessories,Men,7,1478,536,942,8190.827746891897,4140.6942902838055,757.8894907908992,824,714,7139.743501062506,6197.564457480226,36.3,Philadelphia PA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Skirts,Women,5,721,263,458,7994.375474994956,3830.186519221309,709.7615894039735,392,333,7007.578937274572,5728.214520254267,36.5,New Orleans LA,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Active,Women,8,398,145,253,8125.083439548021,3679.082971708655,680.0239043824702,219,177,6970.780582269568,5556.599158698697,36.4,Mobile AL,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Sleep & Lounge,Men,10,674,249,425,7904.139688321066,3909.6890991441246,738.4377990430622,370,309,6860.82893426495,5635.247816289526,36.9,Savannah GA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Socks,Men,8,1227,434,793,7738.779857895195,3835.95062921876,735.4732142857143,694,580,6855.057309789059,5679.3695452806605,35.4,Mobile AL,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Underwear,Men,5,1028,366,662,8121.800188721757,4255.883977505778,755.2511485451761,564,503,6854.447293476011,6108.406126979321,35.6,New Orleans LA,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Jeans,Women,9,281,104,177,8026.298124997324,3695.5523539571395,691.2840909090909,149,123,6825.396624038847,5526.204803132372,37.0,Charleston SC,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Monitor
Fashion Hoodies & Sweatshirts,Women,10,447,158,289,7317.341905814683,3756.2169546481323,759.0140845070423,254,219,6565.72043027699,5744.376535163786,35.3,Savannah GA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Rebalance allocation by DC
Suits,Women,4,219,76,143,7333.029733799643,3788.3968069275056,764.5571428571428,125,107,6475.413416319246,5525.254234281341,34.7,Los Angeles CA,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Monitor
Plus,Women,9,665,241,424,6817.628950255758,3655.6717582002107,759.4038004750594,386,321,6470.169142762836,5461.480273941337,36.2,Charleston SC,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Plus,Women,4,842,304,538,7457.204336274747,3802.9310271712266,782.9094339622642,478,412,6464.950208073865,5574.036177644991,36.1,Los Angeles CA,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Socks,Men,4,1269,473,796,7318.252765793454,3623.419525043211,732.8,693,585,6416.168179623967,5396.5090755503425,37.3,Los Angeles CA,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Skirts,Women,2,560,209,351,7581.13800903752,3772.935193052767,739.6773255813954,295,261,6408.3981812171605,5811.397422117383,37.3,Chicago IL,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Underwear,Men,6,732,254,478,7381.5840843359565,3593.2481254993872,731.3404710920771,414,354,6268.942172661385,5492.832131237791,34.7,Port Authority of New York/New Jersey NY/NJ,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Accessories,Women,4,940,326,614,7237.965519921584,3382.068272064344,712.742951907131,529,445,6242.2585483265675,5178.944066787896,34.7,Los Angeles CA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Sleep & Lounge,Men,5,785,291,494,7087.528533548029,3569.6279081572484,748.8884297520661,420,362,6088.692559846914,5271.654254322271,37.1,New Orleans LA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Accessories,Women,7,694,257,437,6809.891333846733,3419.3102808779445,734.7893518518518,387,319,6054.216947196927,5014.270669534295,37.0,Philadelphia PA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Underwear,Men,8,970,353,617,6752.316849461842,3504.785609310154,744.7323481116584,545,472,6016.274656884261,5257.009684317913,36.4,Mobile AL,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Active,Women,9,681,241,440,6806.960677139778,3458.893288403956,737.6077981651376,379,320,5972.446252131889,5140.623486635756,35.4,Charleston SC,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Socks,Men,5,1153,424,729,6959.273876846315,3400.570143171292,719.6698895027624,619,528,5927.387034312039,5013.034830278911,36.8,New Orleans LA,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Underwear,Men,7,1036,381,655,6734.03455579147,3428.293211581922,741.3348765432099,572,479,5879.581232967196,4951.4429835958135,36.8,Philadelphia PA,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Jumpsuits & Rompers,Women,9,1288,462,826,7014.065394494316,3393.466540062075,724.5147058823529,698,590,5853.580351319249,4980.466581335638,35.9,Charleston SC,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Accessories,Men,6,1136,417,719,6540.27017648192,3141.666249490911,696.5308988764045,615,509,5659.56356148038,4722.054668326663,36.7,Port Authority of New York/New Jersey NY/NJ,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Skirts,Women,8,588,214,374,6500.278235353529,3191.6760936678925,716.2904109589041,318,275,5577.780822651381,4782.897042680044,36.4,Mobile AL,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Skirts,Women,9,626,226,400,6374.623530831608,2950.401473878488,715.1616161616162,344,298,5538.485193932904,4535.013819113313,36.1,Charleston SC,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Blazers & Jackets,Women,4,243,88,155,6011.3729775615075,3409.593670993494,775.8311688311688,134,119,5409.2015915798775,4824.656846675543,36.2,Los Angeles CA,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Monitor
Clothing Sets,Women,8,165,61,104,5935.944457047977,3214.0878938524443,795.5533980582525,93,83,5376.447474575118,4770.489515492789,37.0,Mobile AL,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Skirts,Women,7,644,236,408,6334.1976093360145,2992.482689710665,732.0297766749379,362,311,5368.149539931105,4536.825797318117,36.6,Philadelphia PA,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Accessories,Women,9,703,257,446,5997.631479079232,3118.3856991030098,764.0680272108843,392,341,5336.23676952907,4592.310095055355,36.6,Charleston SC,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
